row_no,subject,category,legal_name,ticker,period,period_end,grain,metric_key,metric_zh,value,unit,disclosure_frequency,quality_status,verification_status,official_value,official_unit,official_source_label,official_source_url,official_evidence,verification_count,verification_method,verification_sources,verification_note
21,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H1 2024,"Jun 30, 2024",half_year,free_cash_flow,自由现金流,363,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_match,363,millions HKD,HTHKH 2024 Interim Report - Cash Flows,https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf,1H 2024经营现金流529减购置固定资产166，复算自由现金流为363百万港元。,3,official_operating_cash_flow_minus_capex,"[{""label"": ""HTHKH 2024 Interim Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf"", ""evidence"": ""1H 2024 total revenue、service revenue、Total EBITDA、LBIT和股东应占亏损。""}, {""label"": ""HTHKH 2024 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2024/analysis.pdf"", ""evidence"": ""1H 2024 revenue、net customer service revenue、total margin、EBITDA、CAPEX、经营表现和KPI。""}, {""label"": ""HTHKH 2024 Interim Report - Financial Statements"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf"", ""evidence"": ""1H 2024损益表、资产负债表、现金流量表及公司/子公司与合营公司调节表。""}]",标准化表与官方值一致，差异 0.000。
22,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H2 2024,"Dec 31, 2024",half_year,free_cash_flow,自由现金流,-,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,284,millions HKD,HTHKH 2024 Annual Report - Cash Flows,https://www.hthkh.com/en/ir/reports/ar2024/cashflows.pdf,H2经营现金流552减H2购置固定资产268，复算自由现金流为284百万港元。,5,official_operating_cash_flow_minus_capex,"[{""label"": ""HTHKH 2024 Interim Report"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf"", ""evidence"": ""1H累计值，用于从全年披露复算H2。""}, {""label"": ""HTHKH 2024 Annual Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/highlights.pdf"", ""evidence"": ""2024全年Total revenue、Total EBITDA、Total LBIT和股东应占利润。""}, {""label"": ""HTHKH 2024 Annual Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/analysis.pdf"", ""evidence"": ""2024全年Revenue、net customer service revenue、total margin、EBITDA、CAPEX和利润。""}, {""label"": ""HTHKH 2024 Annual Report - Cash Flows"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/cashflows.pdf"", ""evidence"": ""2024全年经营现金流和购置固定资产现金支出。""}, {""label"": ""HTHKH 2024 Annual Report - Financial Position"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/financialposition.pdf"", ""evidence"": ""2024年底现金、总资产和租赁负债。""}]",标准化表数值为空或无法解析，采用官方值。
23,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H1 2025,"Jun 30, 2025",half_year,free_cash_flow,自由现金流,494,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_match,494,millions HKD,HTHKH 2025 Interim Report - Cash Flows,https://www.hthkh.com/en/ir/reports/ir2025/cashflows.pdf,1H 2025经营现金流668减购置固定资产174，复算自由现金流为494百万港元。,2,official_operating_cash_flow_minus_capex,"[{""label"": ""HTHKH 2025 Interim Report - Cash Flows"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2025/cashflows.pdf"", ""evidence"": ""1H 2025经营现金流和购置固定资产现金支出。""}, {""label"": ""HTHKH 2025 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf"", ""evidence"": ""1H 2025 revenue、net customer service revenue、EBITDA、CAPEX和利润表口径。""}]",标准化表与官方值一致，差异 0.000。
24,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H2 2025,"Dec 31, 2025",half_year,free_cash_flow,自由现金流,-,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,284,millions HKD,HTHKH 2025 Annual Report - Cash Flows,https://www.hthkh.com/en/ir/reports/ar2025/cashflows.pdf,H2经营现金流543减H2购置固定资产259，复算自由现金流为284百万港元。,5,official_operating_cash_flow_minus_capex,"[{""label"": ""HTHKH 2025 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf"", ""evidence"": ""上半年累计值，用于从全年披露复算H2。""}, {""label"": ""HTHKH 2025 Annual Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/highlights.pdf"", ""evidence"": ""2025全年香港业务收入、EBITDA、EBIT、香港业务利润和集团股东应占亏损。""}, {""label"": ""HTHKH 2025 Annual Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/analysis.pdf"", ""evidence"": ""2025全年香港业务收入、net customer service revenue、EBITDA、CAPEX和利润。""}, {""label"": ""HTHKH 2025 Annual Report - Cash Flows"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/cashflows.pdf"", ""evidence"": ""2025全年经营现金流和购置固定资产现金支出。""}, {""label"": ""HTHKH 2025 Annual Report - Financial Position"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/financialposition.pdf"", ""evidence"": ""2025年底现金、总资产和租赁负债。""}]",标准化表数值为空或无法解析，采用官方值。
25,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H1 2023,"Jun 30, 2023",half_year,gross_profit,毛利,"1,601",millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,1528,millions HKD,HTHKH 2023 Interim Report - MD&A,https://www.hthkh.com/en/ir/reports/ir2023/analysis.pdf,"2023中报MD&A披露1H 2023 Net customer service margin 1,516和Standalone hardware and other product sales margin 12，合计Total margin 1,528百万港元；CSV原值1,601与官方Total margin不一致。",2,official_total_margin_reconciliation,"[{""label"": ""HTHKH 2023 Interim Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf"", ""evidence"": ""1H 2023 total revenue、service revenue、Total EBITDA、LBIT和股东应占亏损。""}, {""label"": ""HTHKH 2023 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2023/analysis.pdf"", ""evidence"": ""1H 2023 revenue、net customer service revenue、total margin、EBITDA、CAPEX、经营表现和KPI。""}]",标准化表 1601 与官方值 1528 不一致，差异 73.000；正式回答应采用官方值并说明口径冲突。
26,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H2 2023,"Dec 31, 2023",half_year,gross_profit,毛利,"1,529",millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,1543,millions HKD,HTHKH 2023 Annual Report - MD&A,https://www.hthkh.com/en/ir/reports/ar2023/analysis.pdf,"2023年报披露全年Total margin 3,071；减2023中报1H Total margin 1,528，复算H2 Total margin为1,543百万港元；CSV原值1,529与官方Total margin不一致。",5,official_full_year_minus_h1_total_margin_reconciliation,"[{""label"": ""HTHKH 2023 Interim Report"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf"", ""evidence"": ""1H累计值，用于从全年披露复算H2。""}, {""label"": ""HTHKH 2023 Annual Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/highlights.pdf"", ""evidence"": ""2023全年Total revenue、Total EBITDA、Total LBIT和股东应占亏损。""}, {""label"": ""HTHKH 2023 Annual Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/analysis.pdf"", ""evidence"": ""2023全年Revenue、net customer service revenue、total margin、EBITDA、CAPEX和利润。""}, {""label"": ""HTHKH 2023 Annual Report - Cash Flows"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/cashflows.pdf"", ""evidence"": ""2023全年经营现金流和购置固定资产现金支出。""}, {""label"": ""HTHKH 2023 Annual Report - Financial Position"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/financialposition.pdf"", ""evidence"": ""2023年底现金、总资产和租赁负债。""}]",标准化表 1529 与官方值 1543 不一致，差异 -14.000；正式回答应采用官方值并说明口径冲突。
27,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H1 2024,"Jun 30, 2024",half_year,gross_profit,毛利,"1,530",millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,1523,millions HKD,HTHKH 2024 Interim Report - MD&A,https://www.hthkh.com/en/ir/reports/ir2024/analysis.pdf,"2024中报MD&A披露1H 2024 Net customer service margin 1,521和Standalone hardware and other product sales margin 2，合计Total margin 1,523百万港元；CSV原值1,530与官方Total margin不一致。",2,official_total_margin_reconciliation,"[{""label"": ""HTHKH 2024 Interim Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf"", ""evidence"": ""1H 2024 total revenue、service revenue、Total EBITDA、LBIT和股东应占亏损。""}, {""label"": ""HTHKH 2024 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2024/analysis.pdf"", ""evidence"": ""1H 2024 revenue、net customer service revenue、total margin、EBITDA、CAPEX、经营表现和KPI。""}]",标准化表 1530 与官方值 1523 不一致，差异 7.000；正式回答应采用官方值并说明口径冲突。
28,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H2 2024,"Dec 31, 2024",half_year,gross_profit,毛利,-,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,1548,millions HKD,HTHKH 2024 Annual Report - MD&A,https://www.hthkh.com/en/ir/reports/ar2024/analysis.pdf,"2024年报披露全年Total margin 3,071；减2024中报1H Total margin 1,523，复算H2 Total margin为1,548百万港元。",5,official_full_year_minus_h1_total_margin_reconciliation,"[{""label"": ""HTHKH 2024 Interim Report"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2024/ir2024.pdf"", ""evidence"": ""1H累计值，用于从全年披露复算H2。""}, {""label"": ""HTHKH 2024 Annual Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/highlights.pdf"", ""evidence"": ""2024全年Total revenue、Total EBITDA、Total LBIT和股东应占利润。""}, {""label"": ""HTHKH 2024 Annual Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/analysis.pdf"", ""evidence"": ""2024全年Revenue、net customer service revenue、total margin、EBITDA、CAPEX和利润。""}, {""label"": ""HTHKH 2024 Annual Report - Cash Flows"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/cashflows.pdf"", ""evidence"": ""2024全年经营现金流和购置固定资产现金支出。""}, {""label"": ""HTHKH 2024 Annual Report - Financial Position"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2024/financialposition.pdf"", ""evidence"": ""2024年底现金、总资产和租赁负债。""}]",标准化表数值为空或无法解析，采用官方值。
29,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H1 2025,"Jun 30, 2025",half_year,gross_profit,毛利,"1,599",millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,1525,millions HKD,HTHKH 2025 Interim Report - MD&A,https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf,"2025中报MD&A披露1H 2025 Net customer service margin 1,522和Standalone hardware and other product sales margin 3，合计Total margin 1,525百万港元；CSV gross_profit采用Total margin近似口径。",2,official_total_margin_reconciliation,"[{""label"": ""HTHKH 2025 Interim Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2025/highlights.pdf"", ""evidence"": ""1H 2025 total revenue、EBITDA、EBIT和股东应占利润。""}, {""label"": ""HTHKH 2025 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf"", ""evidence"": ""1H 2025 revenue、net customer service revenue、EBITDA、CAPEX和利润表口径。""}]",标准化表 1599 与官方值 1525 不一致，差异 74.000；正式回答应采用官方值并说明口径冲突。
30,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H2 2025,"Dec 31, 2025",half_year,gross_profit,毛利,-,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_conflict,1389,millions HKD,HTHKH 2025 Annual Report - MD&A,https://www.hthkh.com/en/ir/reports/ar2025/analysis.pdf,"2025年报披露全年Total margin 2,914；减2025中报1H Total margin 1,525，复算H2 Total margin为1,389百万港元；CSV gross_profit采用Total margin近似口径。",5,official_full_year_minus_h1_total_margin_reconciliation,"[{""label"": ""HTHKH 2025 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2025/analysis.pdf"", ""evidence"": ""上半年累计值，用于从全年披露复算H2。""}, {""label"": ""HTHKH 2025 Annual Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/highlights.pdf"", ""evidence"": ""2025全年香港业务收入、EBITDA、EBIT、香港业务利润和集团股东应占亏损。""}, {""label"": ""HTHKH 2025 Annual Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/analysis.pdf"", ""evidence"": ""2025全年香港业务收入、net customer service revenue、EBITDA、CAPEX和利润。""}, {""label"": ""HTHKH 2025 Annual Report - Cash Flows"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/cashflows.pdf"", ""evidence"": ""2025全年经营现金流和购置固定资产现金支出。""}, {""label"": ""HTHKH 2025 Annual Report - Financial Position"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2025/financialposition.pdf"", ""evidence"": ""2025年底现金、总资产和租赁负债。""}]",标准化表数值为空或无法解析，采用官方值。
31,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H1 2023,"Jun 30, 2023",half_year,net_income,净利润/股东应占利润,-19,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_match,-19,millions HKD,HTHKH 2023 Interim Report,https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf,2023中报Financial Highlights、MD&A和综合损益/调节表均披露1H 2023 Loss attributable to shareholders为19百万港元亏损。,3,official_interim_report_multi_section_check,"[{""label"": ""HTHKH 2023 Interim Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf"", ""evidence"": ""1H 2023 total revenue、service revenue、Total EBITDA、LBIT和股东应占亏损。""}, {""label"": ""HTHKH 2023 Interim Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2023/analysis.pdf"", ""evidence"": ""1H 2023 revenue、net customer service revenue、total margin、EBITDA、CAPEX、经营表现和KPI。""}, {""label"": ""HTHKH 2023 Interim Report - Financial Statements"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf"", ""evidence"": ""1H 2023损益表、资产负债表、现金流量表及公司/子公司与合营公司调节表。""}]",标准化表与官方值一致，差异 0.000。
32,3HK / Hutchison,carrier,Hutchison Telecommunications Hong Kong Holdings Limited,0215.HK,H2 2023,"Dec 31, 2023",half_year,net_income,净利润/股东应占利润,-33,millions HKD,semiannual,standardized_online_source_with_official_crosscheck_required,official_match,-33,millions HKD,HTHKH 2023 Annual Report,https://www.hthkh.com/en/ir/reports/ar2023/highlights.pdf,2023年报披露全年Loss attributable to shareholders 52；减1H Loss attributable to shareholders 19，复算H2股东应占亏损33百万港元。,5,official_full_year_minus_h1_reconciliation,"[{""label"": ""HTHKH 2023 Interim Report"", ""url"": ""https://www.hthkh.com/en/ir/reports/ir2023/ir2023.pdf"", ""evidence"": ""1H累计值，用于从全年披露复算H2。""}, {""label"": ""HTHKH 2023 Annual Report - Financial Highlights"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/highlights.pdf"", ""evidence"": ""2023全年Total revenue、Total EBITDA、Total LBIT和股东应占亏损。""}, {""label"": ""HTHKH 2023 Annual Report - MD&A"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/analysis.pdf"", ""evidence"": ""2023全年Revenue、net customer service revenue、total margin、EBITDA、CAPEX和利润。""}, {""label"": ""HTHKH 2023 Annual Report - Cash Flows"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/cashflows.pdf"", ""evidence"": ""2023全年经营现金流和购置固定资产现金支出。""}, {""label"": ""HTHKH 2023 Annual Report - Financial Position"", ""url"": ""https://www.hthkh.com/en/ir/reports/ar2023/financialposition.pdf"", ""evidence"": ""2023年底现金、总资产和租赁负债。""}]",标准化表与官方值一致，差异 0.000。
